,act_symbol,sector
500,CBRL,RETAIL-EATING PLACES
501,CBSH,STATE COMMERCIAL BANKS
502,CBT,MISCELLANEOUS CHEMICAL PRODUCTS
503,CBU,NATIONAL COMMERCIAL BANKS
504,CBZ,"SERVICES-BUSINESS SERVICES, NEC"
505,CCBG,STATE COMMERCIAL BANKS
506,CCF,ELECTRIC LIGHTING &amp; WIRING EQUIPMENT
507,CCJ,MISCELLANEOUS METAL ORES
508,CCK,METAL CANS
509,CCL,WATER TRANSPORTATION
510,CCM,SERVICES-OFFICES &amp; CLINICS OF DOCTORS OF MEDICINE
511,CCMP,Unknown
512,CCNE,STATE COMMERCIAL BANKS
513,CCRN,SERVICES-HELP SUPPLY SERVICES
514,CCU,MALT BEVERAGES
515,CDE,GOLD &amp; SILVER ORES
516,CDMO,PHARMACEUTICAL PREPARATIONS
517,CDNS,SERVICES-PREPACKAGED SOFTWARE
518,CDOR,Unknown
519,CDR,Unknown
520,CDXC,MEDICINAL CHEMICALS &amp; BOTANICAL PRODUCTS
521,CDXS,INDUSTRIAL ORGANIC CHEMICALS
522,CDZI,WATER SUPPLY
523,CE,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)"
524,CEA,"AIR TRANSPORTATION, SCHEDULED"
525,CECE,INDUSTRIAL &amp; COMMERCIAL FANS &amp; BLOWERS &amp; AIR PURIFYING EQUIP
526,CEE,Unknown
527,CEI,CRUDE PETROLEUM &amp; NATURAL GAS
528,CEL,Unknown
529,CELH,BOTTLED &amp; CANNED SOFT DRINKS CARBONATED WATERS
530,CEM,Unknown
531,CEMI,PHARMACEUTICAL PREPARATIONS
532,CENT,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS
533,CENTA,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS
534,CENX,PRIMARY PRODUCTION OF ALUMINUM
535,CEO,Unknown
536,CEQP,NATURAL GAS TRANSMISSION &amp; DISTRIBUTION
537,CERN,Unknown
538,CERS,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
539,CET,Unknown
540,CETX,ELECTRONIC COMPONENTS &amp; ACCESSORIES
541,CEV,Unknown
542,CEVA,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
543,CF,AGRICULTURE CHEMICALS
544,CFBK,NATIONAL COMMERCIAL BANKS
545,CFFI,STATE COMMERCIAL BANKS
546,CFFN,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
547,CFR,NATIONAL COMMERCIAL BANKS
548,CFX,Unknown
549,CGA,AGRICULTURE CHEMICALS
550,CGEN,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
551,CGNX,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
552,CGO,Unknown
553,CGRN,ENGINES &amp; TURBINES
554,CHA,Unknown
555,CHCI,REAL ESTATE
556,CHCO,NATIONAL COMMERCIAL BANKS
557,CHD,"SOAP, DETERGENT, CLEANING PREPARATIONS, PERFUMES, COSMETICS"
558,CHDN,"SERVICES-RACING, INCLUDING TRACK OPERATION"
559,CHE,SERVICES-HOME HEALTH CARE SERVICES
560,CHH,HOTELS &amp; MOTELS
561,CHI,Unknown
562,CHKP,SERVICES-PREPACKAGED SOFTWARE
563,CHL,Unknown
564,CHMG,STATE COMMERCIAL BANKS
565,CHN,Unknown
566,CHNR,GOLD &amp; SILVER ORES
567,CHRW,ARRANGEMENT OF TRANSPORTATION OF FREIGHT &amp; CARGO
568,CHS,RETAIL-WOMEN&#39;S CLOTHING STORES
569,CHT,RADIO TELEPHONE COMMUNICATIONS
570,CHU,Unknown
571,CHW,Unknown
572,CHY,Unknown
573,CI,HOSPITAL &amp; MEDICAL SERVICE PLANS
574,CIA,LIFE INSURANCE
575,CIB,"COMMERCIAL BANKS, NEC"
576,CIDM,SERVICES-VIDEO TAPE RENTAL
577,CIEN,TELEPHONE &amp; TELEGRAPH APPARATUS
578,CIF,Unknown
579,CIG,ELECTRIC SERVICES
580,CIG.C,Unknown
581,CIGI,REAL ESTATE
582,CII,Unknown
583,CIK,Unknown
584,CIM,REAL ESTATE INVESTMENT TRUSTS
585,CINF,"FIRE, MARINE &amp; CASUALTY INSURANCE"
586,CIR,MISCELLANEOUS FABRICATED METAL PRODUCTS
587,CIT,Unknown
588,CIVB,STATE COMMERCIAL BANKS
589,CIX,"CUTLERY, HANDTOOLS &amp; GENERAL HARDWARE"
590,CIZN,STATE COMMERCIAL BANKS
591,CJJD,RETAIL-DRUG STORES AND PROPRIETARY STORES
592,CKH,Unknown
593,CL,"PERFUMES, COSMETICS &amp; OTHER TOILET PREPARATIONS"
594,CLAR,Unknown
595,CLB,"OIL, GAS FIELD SERVICES, NBC"
596,CLBS,PHARMACEUTICAL PREPARATIONS
597,CLCT,Unknown
598,CLDT,REAL ESTATE INVESTMENT TRUSTS
599,CLDX,IN VITRO &amp; IN VIVO DIAGNOSTIC SUBSTANCES
600,CLF,METAL MINING
601,CLFD,TELEPHONE &amp; TELEGRAPH APPARATUS
602,CLGX,Unknown
603,CLH,HAZARDOUS WASTE MANAGEMENT
604,CLM,Unknown
605,CLMT,PETROLEUM REFINING
606,CLNE,GAS &amp; OTHER SERVICES COMBINED
607,CLR,CRUDE PETROLEUM &amp; NATURAL GAS
608,CLRB,PHARMACEUTICAL PREPARATIONS
609,CLRO,TELEPHONE &amp; TELEGRAPH APPARATUS
610,CLS,PRINTED CIRCUIT BOARDS
611,CLSN,PHARMACEUTICAL PREPARATIONS
612,CLW,PAPERBOARD MILLS
613,CLWT,WHOLESALE-PROFESSIONAL &amp; COMMERCIAL EQUIPMENT &amp; SUPPLIES
614,CLX,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS"
615,CM,"COMMERCIAL BANKS, NEC"
616,CMA,NATIONAL COMMERCIAL BANKS
617,CMC,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS)"
618,CMCL,GOLD &amp; SILVER ORES
619,CMCO,CONSTRUCTION MACHINERY &amp; EQUIP
620,CMCSA,CABLE &amp; OTHER PAY TELEVISION SERVICES
621,CMCT,REAL ESTATE INVESTMENT TRUSTS
622,CMD,Unknown
623,CME,"SECURITY &amp; COMMODITY BROKERS, DEALERS, EXCHANGES &amp; SERVICES"
624,CMG,RETAIL-EATING PLACES
625,CMI,ENGINES &amp; TURBINES
626,CMO,Unknown
627,CMP,"MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS)"
628,CMPR,COMMERCIAL PRINTING
629,CMRE,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
630,CMS,ELECTRIC &amp; OTHER SERVICES COMBINED
631,CMT,"PLASTICS PRODUCTS, NEC"
632,CMTL,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
633,CMU,Unknown
634,CNA,"FIRE, MARINE &amp; CASUALTY INSURANCE"
635,CNBKA,Unknown
636,CNC,HOSPITAL &amp; MEDICAL SERVICE PLANS
637,CNET,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
638,CNI,"RAILROADS, LINE-HAUL OPERATING"
639,CNK,SERVICES-MOTION PICTURE THEATERS
640,CNMD,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
641,CNO,ACCIDENT &amp; HEALTH INSURANCE
642,CNOB,STATE COMMERCIAL BANKS
643,CNP,ELECTRIC SERVICES
644,CNQ,CRUDE PETROLEUM &amp; NATURAL GAS
645,CNR,Unknown
646,CNS,INVESTMENT ADVICE
647,CNSL,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE)
648,CNTY,HOTELS &amp; MOTELS
649,CNX,CRUDE PETROLEUM &amp; NATURAL GAS
650,CNXN,WHOLESALE-COMPUTER &amp; PERIPHERAL EQUIPMENT &amp; SOFTWARE
651,CO,"SERVICES-MISC HEALTH &amp; ALLIED SERVICES, NEC"
652,CODI,HOUSEHOLD FURNITURE
653,COF,NATIONAL COMMERCIAL BANKS
654,COFS,STATE COMMERCIAL BANKS
655,COG,Unknown
656,COHN,"SECURITY BROKERS, DEALERS &amp; FLOTATION COMPANIES"
657,COHR,OPTICAL INSTRUMENTS &amp; LENSES
658,COHU,INSTRUMENTS FOR MEAS &amp; TESTING OF ELECTRICITY &amp; ELEC SIGNALS
659,COKE,BOTTLED &amp; CANNED SOFT DRINKS CARBONATED WATERS
660,COLB,STATE COMMERCIAL BANKS
661,COLM,APPAREL &amp; OTHER FINISHED PRODS OF FABRICS &amp; SIMILAR MATERIAL
662,CONN,RETAIL-RADIO TV &amp; CONSUMER ELECTRONICS STORES
663,COO,OPHTHALMIC GOODS
664,COP,PETROLEUM REFINING
665,COR,Unknown
666,CORE,Unknown
667,CORR,REAL ESTATE INVESTMENT TRUSTS
668,CORT,PHARMACEUTICAL PREPARATIONS
669,COST,RETAIL-VARIETY STORES
670,COWN,"SECURITY BROKERS, DEALERS &amp; FLOTATION COMPANIES"
671,CP,"RAILROADS, LINE-HAUL OPERATING"
672,CPA,"AIR TRANSPORTATION, SCHEDULED"
673,CPAH,Unknown
674,CPB,FOOD &amp; KINDRED PRODUCTS
675,CPE,CRUDE PETROLEUM &amp; NATURAL GAS
676,CPF,STATE COMMERCIAL BANKS
677,CPG,CRUDE PETROLEUM &amp; NATURAL GAS
678,CPHI,PHARMACEUTICAL PREPARATIONS
679,CPIX,PHARMACEUTICAL PREPARATIONS
680,CPK,NATURAL GAS TRANSMISSION &amp; DISTRIBUTION
681,CPLP,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
682,CPRT,RETAIL-AUTO DEALERS &amp; GASOLINE STATIONS
683,CPRX,PHARMACEUTICAL PREPARATIONS
684,CPS,MOTOR VEHICLE PARTS &amp; ACCESSORIES
685,CPSH,POTTERY &amp; RELATED PRODUCTS
686,CPSI,SERVICES-COMPUTER PROGRAMMING SERVICES
687,CPSS,FINANCE SERVICES
688,CPT,REAL ESTATE INVESTMENT TRUSTS
689,CQP,NATURAL GAS DISTRIBUTION
690,CR,MISCELLANEOUS FABRICATED METAL PRODUCTS
691,CRAI,SERVICES-LEGAL SERVICES
692,CRD.A,Unknown
693,CRD.B,Unknown
694,CRDF,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
695,CREE,Unknown
696,CREG,"SERVICES-BUSINESS SERVICES, NEC"
697,CRESY,REAL ESTATE
698,CREX,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
699,CRF,Unknown
700,CRH,"CEMENT, HYDRAULIC"
701,CRHM,Unknown
702,CRI,APPAREL &amp; OTHER FINISHED PRODS OF FABRICS &amp; SIMILAR MATERIAL
703,CRIS,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
704,CRK,CRUDE PETROLEUM &amp; NATURAL GAS
705,CRL,SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH
706,CRM,SERVICES-PREPACKAGED SOFTWARE
707,CRMD,PHARMACEUTICAL PREPARATIONS
708,CRMT,RETAIL-AUTO DEALERS &amp; GASOLINE STATIONS
709,CRNT,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
710,CROX,RUBBER &amp; PLASTICS FOOTWEAR
711,CRS,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS)"
712,CRT,OIL ROYALTY TRADERS
713,CRUS,SEMICONDUCTORS &amp; RELATED DEVICES
714,CRVL,INSURANCE AGENTS BROKERS &amp; SERVICES
715,CRWS,"BROADWOVEN FABRIC MILLS, COTTON"
716,CS,"SECURITY BROKERS, DEALERS &amp; FLOTATION COMPANIES"
717,CSCO,COMPUTER COMMUNICATIONS EQUIPMENT
718,CSCW,SERVICES-EDUCATIONAL SERVICES
719,CSGP,"SERVICES-BUSINESS SERVICES, NEC"
720,CSGS,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
721,CSII,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
722,CSIQ,SEMICONDUCTORS &amp; RELATED DEVICES
723,CSL,"FABRICATED RUBBER PRODUCTS, NEC"
724,CSPI,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
725,CSQ,Unknown
726,CSR,REAL ESTATE INVESTMENT TRUSTS
727,CSV,SERVICES-PERSONAL SERVICES
728,CSWC,Unknown
729,CSX,"RAILROADS, LINE-HAUL OPERATING"
730,CTAS,"MEN&#39;S &amp; BOYS&#39; FURNISHINGS, WORK CLOTHING, AND ALLIED GARMENTS"
731,CTB,Unknown
732,CTBI,STATE COMMERCIAL BANKS
733,CTEK,"SERVICES-BUSINESS SERVICES, NEC"
734,CTG,SERVICES-COMPUTER PROGRAMMING SERVICES
735,CTHR,"JEWELRY, SILVERWARE &amp; PLATED WARE"
736,CTIB,"FABRICATED RUBBER PRODUCTS, NEC"
737,CTIC,PHARMACEUTICAL PREPARATIONS
738,CTLP,CALCULATING &amp; ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS)
739,CTO,REAL ESTATE INVESTMENT TRUSTS
740,CTRA,CRUDE PETROLEUM &amp; NATURAL GAS
741,CTRN,RETAIL-APPAREL &amp; ACCESSORY STORES
742,CTS,PRINTED CIRCUIT BOARDS
743,CTSH,SERVICES-COMPUTER PROGRAMMING SERVICES
744,CTSO,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
745,CTXS,SERVICES-PREPACKAGED SOFTWARE
746,CUB,Unknown
747,CUBA,Unknown
748,CUBE,REAL ESTATE INVESTMENT TRUSTS
749,CUK,WATER TRANSPORTATION
750,CULP,"BROADWOVEN FABRIC MILLS, COTTON"
751,CUTR,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
752,CUZ,REAL ESTATE INVESTMENT TRUSTS
753,CVA,Unknown
754,CVBF,STATE COMMERCIAL BANKS
755,CVCO,MOBILE HOMES
756,CVCY,STATE COMMERCIAL BANKS
757,CVE,CRUDE PETROLEUM &amp; NATURAL GAS
758,CVGI,MOTOR VEHICLE PARTS &amp; ACCESSORIES
759,CVGW,AGRICULTURE SERVICES
760,CVI,PETROLEUM REFINING
761,CVLG,TRUCKING (NO LOCAL)
762,CVLT,SERVICES-PREPACKAGED SOFTWARE
763,CVLY,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
764,CVM,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
765,CVR,METALWORKING MACHINERY &amp; EQUIPMENT
766,CVS,RETAIL-DRUG STORES AND PROPRIETARY STORES
767,CVU,Unknown
768,CVV,"SPECIAL INDUSTRY MACHINERY, NEC"
769,CVX,PETROLEUM REFINING
770,CW,MISC INDUSTRIAL &amp; COMMERCIAL MACHINERY &amp; EQUIPMENT
771,CWBC,STATE COMMERCIAL BANKS
772,CWCO,WATER SUPPLY
773,CWST,REFUSE SYSTEMS
774,CWT,WATER SUPPLY
775,CX,"CEMENT, HYDRAULIC"
776,CXDC,PLASTICS FOAM PRODUCTS
777,CXE,Unknown
778,CXH,Unknown
779,CXO,Unknown
780,CXW,REAL ESTATE INVESTMENT TRUSTS
781,CYAN,MEDICINAL CHEMICALS &amp; BOTANICAL PRODUCTS
782,CYBE,OPTICAL INSTRUMENTS &amp; LENSES
783,CYCC,PHARMACEUTICAL PREPARATIONS
784,CYD,ENGINES &amp; TURBINES
785,CYH,"SERVICES-GENERAL MEDICAL &amp; SURGICAL HOSPITALS, NEC"
786,CYRN,SERVICES-PREPACKAGED SOFTWARE
787,CYRX,PHARMACEUTICAL PREPARATIONS
788,CYTH,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
789,CYTK,PHARMACEUTICAL PREPARATIONS
790,CZNC,STATE COMMERCIAL BANKS
791,CZWI,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
792,CZZ,Unknown
793,D,ELECTRIC SERVICES
794,DAC,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
795,DAIO,INSTRUMENTS FOR MEAS &amp; TESTING OF ELECTRICITY &amp; ELEC SIGNALS
796,DAKT,MISCELLANEOUS MANUFACTURING INDUSTRIES
797,DAL,"AIR TRANSPORTATION, SCHEDULED"
798,DALN,NEWSPAPERS:  PUBLISHING OR PUBLISHING &amp; PRINTING
799,DAN,MOTOR VEHICLE PARTS &amp; ACCESSORIES
800,DAR,FATS &amp; OILS
801,DB,STATE COMMERCIAL BANKS
802,DBD,CALCULATING &amp; ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS)
803,DBI,RETAIL-SHOE STORES
804,DCI,INDUSTRIAL &amp; COMMERCIAL FANS &amp; BLOWERS &amp; AIR PURIFYING EQUIP
805,DCO,"AIRCRAFT PART &amp; AUXILIARY EQUIPMENT, NEC"
806,DCOM,NATIONAL COMMERCIAL BANKS
807,DCP,NATURAL GAS TRANSMISSION
808,DCTH,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
809,DDF,Unknown
810,DDS,RETAIL-DEPARTMENT STORES
811,DDT,RETAIL-DEPARTMENT STORES
812,DE,FARM MACHINERY &amp; EQUIPMENT
813,DECK,RUBBER &amp; PLASTICS FOOTWEAR
814,DEI,REAL ESTATE INVESTMENT TRUSTS
815,DENN,RETAIL-EATING PLACES
816,DEO,BEVERAGES
817,DEX,Unknown
818,DFFN,PHARMACEUTICAL PREPARATIONS
819,DFS,PERSONAL CREDIT INSTITUTIONS
820,DG,RETAIL-VARIETY STORES
821,DGICA,"FIRE, MARINE &amp; CASUALTY INSURANCE"
822,DGII,COMPUTER COMMUNICATIONS EQUIPMENT
823,DGLY,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
824,DGP,STATE COMMERCIAL BANKS
825,DGX,SERVICES-MEDICAL LABORATORIES
826,DGZ,STATE COMMERCIAL BANKS
827,DHC,REAL ESTATE INVESTMENT TRUSTS
828,DHF,Unknown
829,DHI,OPERATIVE BUILDERS
830,DHIL,INVESTMENT ADVICE
831,DHR,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
832,DHT,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
833,DHX,"SERVICES-BUSINESS SERVICES, NEC"
834,DHY,Unknown
835,DIN,RETAIL-EATING PLACES
836,DIOD,SEMICONDUCTORS &amp; RELATED DEVICES
837,DIS,SERVICES-MISCELLANEOUS AMUSEMENT &amp; RECREATION
838,DISCA,Unknown
839,DISCK,Unknown
840,DISH,CABLE &amp; OTHER PAY TELEVISION SERVICES
841,DIT,WHOLESALE-GROCERIES &amp; GENERAL LINE
842,DJCO,NEWSPAPERS:  PUBLISHING OR PUBLISHING &amp; PRINTING
843,DJP,"COMMERCIAL BANKS, NEC"
844,DK,PETROLEUM REFINING
845,DKS,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES
846,DL,Unknown
847,DLA,"WHOLESALE-APPAREL, PIECE GOODS &amp; NOTIONS"
848,DLB,PATENT OWNERS &amp; LESSORS
849,DLR,REAL ESTATE INVESTMENT TRUSTS
850,DLTR,RETAIL-VARIETY STORES
851,DLX,"BLANKBOOKS, LOOSELEAF BINDERS &amp; BOOKBINDING &amp; RELATED WORK"
852,DMF,Unknown
853,DMLP,CRUDE PETROLEUM &amp; NATURAL GAS
854,DMO,Unknown
855,DMRC,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
856,DNN,MISCELLANEOUS METAL ORES
857,DNP,Unknown
858,DOO,Unknown
859,DORM,MOTOR VEHICLE PARTS &amp; ACCESSORIES
860,DOV,"CONSTRUCTION, MINING &amp; MATERIALS HANDLING MACHINERY &amp; EQUIP"
861,DOX,SERVICES-COMPUTER PROGRAMMING SERVICES
862,DPZ,WHOLESALE-GROCERIES &amp; RELATED PRODUCTS
863,DQ,SEMICONDUCTORS &amp; RELATED DEVICES
864,DRD,GOLD &amp; SILVER ORES
865,DRE,REAL ESTATE INVESTMENT TRUSTS
866,DRH,REAL ESTATE INVESTMENT TRUSTS
867,DRI,RETAIL-EATING PLACES
868,DRQ,OIL &amp; GAS FILED MACHINERY &amp; EQUIPMENT
869,DRRX,PHARMACEUTICAL PREPARATIONS
870,DS,RETAIL-EATING &amp; DRINKING PLACES
871,DSGX,SERVICES-PREPACKAGED SOFTWARE
872,DSM,Unknown
873,DSPG,Unknown
874,DSU,Unknown
875,DSWL,"PLASTICS PRODUCTS, NEC"
876,DSX,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
877,DTE,ELECTRIC SERVICES
878,DTF,Unknown
879,DUC,Unknown
880,DUK,ELECTRIC &amp; OTHER SERVICES COMBINED
881,DVA,"SERVICES-MISC HEALTH &amp; ALLIED SERVICES, NEC"
882,DVAX,PHARMACEUTICAL PREPARATIONS
883,DVD,Unknown
884,DVN,CRUDE PETROLEUM &amp; NATURAL GAS
885,DWSN,OIL AND GAS FIELD EXPLORATION SERVICES
886,DX,REAL ESTATE INVESTMENT TRUSTS
887,DXC,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
888,DXCM,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
889,DXF,FINANCE SERVICES
890,DXLG,RETAIL-FAMILY CLOTHING STORES
891,DXPE,WHOLESALE-INDUSTRIAL MACHINERY &amp; EQUIPMENT
892,DXR,Unknown
893,DXYN,CARPETS AND RUGS
894,DY,"WATER, SEWER, PIPELINE, COMM AND POWER LINE CONSTRUCTION"
895,DYAI,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
896,DYNT,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
897,DZSI,TELEPHONE &amp; TELEGRAPH APPARATUS
898,DZZ,STATE COMMERCIAL BANKS
899,E,CRUDE PETROLEUM &amp; NATURAL GAS
900,EA,SERVICES-PREPACKAGED SOFTWARE
901,EAD,Unknown
902,EAT,RETAIL-EATING PLACES
903,EBAY,"SERVICES-BUSINESS SERVICES, NEC"
904,EBF,MANIFOLD BUSINESS FORMS
905,EBIX,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
906,EBMT,STATE COMMERCIAL BANKS
907,EBR,ELECTRIC SERVICES
908,EBR.B,Unknown
909,EBS,PHARMACEUTICAL PREPARATIONS
910,EBTC,STATE COMMERCIAL BANKS
911,EC,CRUDE PETROLEUM &amp; NATURAL GAS
912,ECF,Unknown
913,ECHO,Unknown
914,ECL,"SOAP, DETERGENT, CLEANING PREPARATIONS, PERFUMES, COSMETICS"
915,ECPG,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
916,ED,ELECTRIC &amp; OTHER SERVICES COMBINED
917,EDAP,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
918,EDD,Unknown
919,EDF,Unknown
920,EDN,ELECTRIC SERVICES
921,EDU,SERVICES-EDUCATIONAL SERVICES
922,EDUC,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS
923,EEA,Unknown
924,EEFT,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC"
925,EFOI,ELECTRIC LIGHTING &amp; WIRING EQUIPMENT
926,EFR,Unknown
927,EFSC,STATE COMMERCIAL BANKS
928,EFT,Unknown
929,EFX,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES"
930,EGAN,SERVICES-PREPACKAGED SOFTWARE
931,EGBN,STATE COMMERCIAL BANKS
932,EGF,Unknown
933,EGHT,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
934,EGO,GOLD &amp; SILVER ORES
935,EGOV,Unknown
936,EGP,REAL ESTATE INVESTMENT TRUSTS
937,EGY,CRUDE PETROLEUM &amp; NATURAL GAS
938,EHC,SERVICES-HOSPITALS
939,EHI,Unknown
940,EHTH,INSURANCE AGENTS BROKERS &amp; SERVICES
941,EIG,"FIRE, MARINE &amp; CASUALTY INSURANCE"
942,EIM,Unknown
943,EIX,ELECTRIC SERVICES
944,EL,"PERFUMES, COSMETICS &amp; OTHER TOILET PREPARATIONS"
945,ELA,RETAIL-JEWELRY STORES
946,ELLO,ELECTRIC SERVICES
947,ELMD,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
948,ELOX,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
949,ELP,ELECTRIC SERVICES
950,ELS,REAL ESTATE INVESTMENT TRUSTS
951,ELSE,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
952,ELTK,PRINTED CIRCUIT BOARDS
953,ELY,Unknown
954,EMAN,SEMICONDUCTORS &amp; RELATED DEVICES
955,EMCF,NATIONAL COMMERCIAL BANKS
956,EMD,Unknown
957,EME,ELECTRICAL WORK
958,EMF,Unknown
959,EMKR,SEMICONDUCTORS &amp; RELATED DEVICES
960,EML,"CUTLERY, HANDTOOLS &amp; GENERAL HARDWARE"
961,EMN,"PLASTICS, MATERIALS, SYNTH RESINS &amp; NONVULCAN ELASTOMERS"
962,EMR,ELECTRONIC &amp; OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
963,ENB,PIPE LINES (NO NATURAL GAS)
964,ENDP,Unknown
965,ENG,SERVICES-ENGINEERING SERVICES
966,ENIA,Unknown
967,ENS,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT &amp; SUPPLIES"
968,ENSG,SERVICES-SKILLED NURSING CARE FACILITIES
969,ENSV,"OIL, GAS FIELD SERVICES, NBC"
970,ENTG,"PLASTICS PRODUCTS, NEC"
971,ENV,"SERVICES-BUSINESS SERVICES, NEC"
972,ENVB,PHARMACEUTICAL PREPARATIONS
973,ENX,Unknown
974,ENZ,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
975,EOD,Unknown
976,EOG,CRUDE PETROLEUM &amp; NATURAL GAS
977,EOI,Unknown
978,EOS,Unknown
979,EOT,Unknown
980,EPAC,MISC INDUSTRIAL &amp; COMMERCIAL MACHINERY &amp; EQUIPMENT
981,EPAY,Unknown
982,EPC,"PERFUMES, COSMETICS &amp; OTHER TOILET PREPARATIONS"
983,EPD,NATURAL GAS TRANSMISSION
984,EPM,CRUDE PETROLEUM &amp; NATURAL GAS
985,EPR,REAL ESTATE INVESTMENT TRUSTS
986,EPSN,CRUDE PETROLEUM &amp; NATURAL GAS
987,EQC,REAL ESTATE INVESTMENT TRUSTS
988,EQNR,PETROLEUM REFINING
989,EQR,REAL ESTATE INVESTMENT TRUSTS
990,EQS,Unknown
991,EQT,CRUDE PETROLEUM &amp; NATURAL GAS
992,ERC,Unknown
993,ERH,Unknown
994,ERIC,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
995,ERIE,INSURANCE AGENTS BROKERS &amp; SERVICES
996,ERII,"SPECIAL INDUSTRY MACHINERY, NEC"
997,ERJ,AIRCRAFT
998,ES,ELECTRIC SERVICES
999,ESCA,Unknown
1000,ESE,"COMMUNICATIONS EQUIPMENT, NEC"
1001,ESEA,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
1002,ESGR,"FIRE, MARINE &amp; CASUALTY INSURANCE"
1003,ESLT,"AIRCRAFT PART &amp; AUXILIARY EQUIPMENT, NEC"
1004,ESP,"ELECTRONIC COMPONENTS, NEC"
1005,ESS,REAL ESTATE INVESTMENT TRUSTS
1006,ESSA,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1007,ESTE,CRUDE PETROLEUM &amp; NATURAL GAS
1008,ESXB,Unknown
1009,ET,NATURAL GAS TRANSMISSION
1010,ETB,Unknown
1011,ETD,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)"
1012,ETG,Unknown
1013,ETJ,Unknown
